from,to,rel_label,description,role,technologies,year,abbreviation,date
SAMI,one6G Association,PARTNERSHIP,No online summary found.,Government,,2021.0,GR,2021-04-01
NISYROS,one6G Association,PARTNERSHIP,No online summary found.,Government,,2021.0,GR,2021-04-01
Internet Institute,one6G Association,PARTNERSHIP,No online summary found.,Commercial,,2021.0,SI,2021-04-01
Kenmei,one6G Association,PARTNERSHIP,No online summary found.,Commercial,,2021.0,ES,2021-04-01
Iconec,one6G Association,PARTNERSHIP,No online summary found.,Commercial,,2021.0,DE,2021-04-01
dunavnet,one6G Association,PARTNERSHIP,No online summary found.,Commercial,,2021.0,RS,2021-04-01
MARTEL Innovate,one6G Association,PARTNERSHIP,No online summary found.,Commercial,,2021.0,CH,2021-04-01
EnA Consulting,one6G Association,PARTNERSHIP,No online summary found.,Commercial,,2021.0,GR,2021-04-01
Universita Firenze,one6G Association,PARTNERSHIP,No online summary found.,Academia,,2021.0,IT,2021-04-01
Linkoping University,one6G Association,PARTNERSHIP,No online summary found.,Academia,,2021.0,SE,2021-04-01
Vicomtech,one6G Association,PARTNERSHIP,No online summary found.,Commercial,,2021.0,ES,2021-04-01
Instituto de Telecomunicações,one6G Association,PARTNERSHIP,No online summary found.,Research,,2021.0,PT,2021-04-01
RUNEL,one6G Association,PARTNERSHIP,No online summary found.,Commercial,,2021.0,,2021-04-01
Turkcell,one6G Association,PARTNERSHIP,No online summary found.,Commercial,,2021.0,TR,2021-04-01
University of Thessaly,one6G Association,PARTNERSHIP,No online summary found.,Academia,,2021.0,GR,2021-04-01
Distributed Systems Group at TU Wien,one6G Association,PARTNERSHIP,No online summary found.,Academia,,2021.0,AT,2021-04-01
Cogninn,one6G Association,PARTNERSHIP,No online summary found.,Commercial,,2021.0,GR,2021-04-01
AGH University of Krakow,one6G Association,PARTNERSHIP,No online summary found.,Academia,,2021.0,PL,2021-04-01
Tsinghua University,one6G Association,PARTNERSHIP,No online summary found.,Academia,,2021.0,CN,2021-04-01
ESA,one6G Association,PARTNERSHIP,No online summary found.,Government,,2021.0,,2021-04-01
mativision,one6G Association,PARTNERSHIP,No online summary found.,Commercial,,2021.0,GR,2021-04-01
opticoms,one6G Association,PARTNERSHIP,No online summary found.,Commercial,,2021.0,DE,2021-04-01
IMDEA,one6G Association,PARTNERSHIP,No online summary found.,Research,,2021.0,ES,2021-04-01
TNO,one6G Association,PARTNERSHIP,No online summary found.,Research,,2021.0,NL,2021-04-01
Univesity of Thessalonika,one6G Association,PARTNERSHIP,No online summary found.,Academia,,2021.0,GR,2021-04-01
Volkswagen AG,one6G Association,PARTNERSHIP,No online summary found.,Commercial,,2021.0,DE,2021-04-01
Avaider,one6G Association,PARTNERSHIP,No online summary found.,Commercial,,2021.0,DE,2021-04-01
Centre Tecnològic de Telecommunications de Catalunya (CTTC),one6G Association,PARTNERSHIP,No online summary found.,Research,,2021.0,ES,2021-04-01
Universidad de Castilia La Mancha,one6G Association,PARTNERSHIP,No online summary found.,Academia,,2021.0,ES,2021-04-01
Capgemini,one6G Association,PARTNERSHIP,No online summary found.,Commercial,,2021.0,,2021-04-01
Netas,one6G Association,PARTNERSHIP,No online summary found.,Commercial,,2021.0,TR,2021-04-01
University of Lancaster,one6G Association,PARTNERSHIP,No online summary found.,Academia,,2021.0,GB,2021-04-01
EETT,one6G Association,PARTNERSHIP,No online summary found.,Government,,2021.0,GR,2021-04-01
Hchschule Niederrhein University of Applied Science,one6G Association,PARTNERSHIP,No online summary found.,Academia,,2021.0,DE,2021-04-01
Poznan University of Technology,one6G Association,PARTNERSHIP,No online summary found.,Academia,,2021.0,PL,2021-04-01
ACISA,one6G Association,PARTNERSHIP,No online summary found.,Commercial,,2021.0,ES,2021-04-01
Viscoda,one6G Association,PARTNERSHIP,No online summary found.,Commercial,,2021.0,DE,2021-04-01
R3_Solutions,one6G Association,PARTNERSHIP,No online summary found.,Commercial,,2021.0,DE,2021-04-01
Centre for Tele Infrastructure,one6G Association,PARTNERSHIP,No online summary found.,Research,,2021.0,DK,2021-04-01
International Hellenic University,one6G Association,PARTNERSHIP,No online summary found.,Academia,,2021.0,GR,2021-04-01
Swedish Telecom,one6G Association,PARTNERSHIP,No online summary found.,Commercial,,2021.0,SE,2021-04-01
Greenerwave,one6G Association,PARTNERSHIP,No online summary found.,Commercial,,2021.0,FR,2021-04-01
University of NoviSad,one6G Association,PARTNERSHIP,No online summary found.,Academia,,2021.0,RU,2021-04-01
Aarhus University,one6G Association,PARTNERSHIP,No online summary found.,Academia,,2021.0,DK,2021-04-01
INESCTEC,one6G Association,PARTNERSHIP,No online summary found.,Research,,2021.0,PT,2021-04-01
RWTH Aachen University,one6G Association,PARTNERSHIP,No online summary found.,Academia,,2021.0,DK,2021-04-01
Mugler Telco,one6G Association,PARTNERSHIP,No online summary found.,Commercial,,2021.0,DE,2021-04-01
University of Navarra,one6G Association,PARTNERSHIP,No online summary found.,Academia,,2021.0,ES,2021-04-01
Toshiba Europe,one6G Association,PARTNERSHIP,No online summary found.,Commercial,,2021.0,,2021-04-01
KCC Tech,one6G Association,PARTNERSHIP,No online summary found.,Commercial,,2021.0,US,2021-04-01
Koblenz Hochschule,one6G Association,PARTNERSHIP,No online summary found.,Academia,,2021.0,DE,2021-04-01
i2CAT,one6G Association,PARTNERSHIP,No online summary found.,Research,,2021.0,ES,2021-04-01
iLink,one6G Association,PARTNERSHIP,No online summary found.,Commercial,,2021.0,GR,2021-04-01
Mehran University,one6G Association,PARTNERSHIP,No online summary found.,Academia,,2021.0,PK,2021-04-01
myrepublic,one6G Association,PARTNERSHIP,No online summary found.,Commercial,,2021.0,SG,2021-04-01
South East University,one6G Association,PARTNERSHIP,No online summary found.,Academia,,2021.0,CN,2021-04-01
University of Cauca,one6G Association,PARTNERSHIP,No online summary found.,Academia,,2021.0,CO,2021-04-01
Universidad Carlos III de Madrid,one6G Association,PARTNERSHIP,No online summary found.,Academia,,2021.0,ES,2021-04-01
Rohde Schwartz,one6G Association,PARTNERSHIP,No online summary found.,Commercial,,2021.0,DE,2021-04-01
Profibus,one6G Association,PARTNERSHIP,No online summary found.,Commercial,,2021.0,DE,2021-04-01
Polaran,one6G Association,PARTNERSHIP,No online summary found.,Commercial,,2021.0,TR,2021-04-01
Cullen International,one6G Association,PARTNERSHIP,No online summary found.,Commercial,,2021.0,BE,2021-04-01
ALTICE LABS,one6G Association,PARTNERSHIP,No online summary found.,Commercial,,2021.0,PT,2021-04-01
Avanti Space,one6G Association,PARTNERSHIP,No online summary found.,Commercial,,2021.0,GB,2021-04-01
Beijing University of Posts and Telecommunications,one6G Association,PARTNERSHIP,No online summary found.,Academia,,2021.0,CN,2021-04-01
HPE,one6G Association,PARTNERSHIP,No online summary found.,Commercial,,2021.0,US,2021-04-01
University Gustave Eiffel,one6G Association,PARTNERSHIP,No online summary found.,Academia,,2021.0,FR,2021-04-01
University of Hertfordshire,one6G Association,PARTNERSHIP,No online summary found.,Academia,,2021.0,GB,2021-04-01
University of Lubljana,one6G Association,PARTNERSHIP,No online summary found.,Academia,,2021.0,SI,2021-04-01
Universiy of Malaga,one6G Association,PARTNERSHIP,No online summary found.,Academia,,2021.0,ES,2021-04-01
University College Dublin,one6G Association,PARTNERSHIP,No online summary found.,Academia,,2021.0,,2021-04-01
Shadow Robot,one6G Association,PARTNERSHIP,No online summary found.,Commercial,,2021.0,GB,2021-04-01
Staex,one6G Association,PARTNERSHIP,No online summary found.,Commercial,,2021.0,DE,2021-04-01
Frankfurt University of Applied Science,one6G Association,PARTNERSHIP,No online summary found.,Academia,,2021.0,DE,2021-04-01
CSI College of Engineering,one6G Association,PARTNERSHIP,No online summary found.,Academia,,2021.0,IN,2021-04-01
Prensilia,one6G Association,PARTNERSHIP,No online summary found.,Commercial,,2021.0,IT,2021-04-01
China Ministry of Industry and Information Technology,China IMT-2030 (6G) Promotion Group,PARTNERSHIP,No online summary found.,Government,,2019.0,CN,2019-06-01
China Academy for ICT (CAICT),China IMT-2030 (6G) Promotion Group,PARTNERSHIP,No online summary found.,Research,,2019.0,CN,2019-06-01
ICT (China),China IMT-2030 (6G) Promotion Group,PARTNERSHIP,No online summary found.,Research,,2019.0,CN,2019-06-01
Zhejiang Lab,China IMT-2030 (6G) Promotion Group,PARTNERSHIP,No online summary found.,Research,,2019.0,CN,2019-06-01
TD Industry Alliance,China IMT-2030 (6G) Promotion Group,PARTNERSHIP,No online summary found.,Research,,2019.0,CN,2019-06-01
Guangdong Communications & Networks Institute,China IMT-2030 (6G) Promotion Group,PARTNERSHIP,No online summary found.,Commercial,,2019.0,CN,2019-06-01
China Mobile,China IMT-2030 (6G) Promotion Group,PARTNERSHIP,No online summary found.,Commercial,,2019.0,CN,2019-06-01
China Unicom,China IMT-2030 (6G) Promotion Group,PARTNERSHIP,No online summary found.,Commercial,,2019.0,CN,2019-06-01
China Telecommunications,China IMT-2030 (6G) Promotion Group,PARTNERSHIP,No online summary found.,Commercial,,2019.0,CN,2019-06-01
NTT DoCoMo,China IMT-2030 (6G) Promotion Group,PARTNERSHIP,No online summary found.,Commercial,,2019.0,JP,2019-06-01
Huawei,China IMT-2030 (6G) Promotion Group,PARTNERSHIP,No online summary found.,Commercial,,2019.0,CN,2019-06-01
CICT,China IMT-2030 (6G) Promotion Group,PARTNERSHIP,No online summary found.,Commercial,,2019.0,CN,2019-06-01
ZTE,China IMT-2030 (6G) Promotion Group,PARTNERSHIP,No online summary found.,Commercial,,2019.0,CN,2019-06-01
Ericsson,China IMT-2030 (6G) Promotion Group,PARTNERSHIP,No online summary found.,Commercial,,2019.0,SE,2019-06-01
Nokia,China IMT-2030 (6G) Promotion Group,PARTNERSHIP,No online summary found.,Commercial,,2019.0,FI,2019-06-01
Samsung,China IMT-2030 (6G) Promotion Group,PARTNERSHIP,No online summary found.,Commercial,,2019.0,KR,2019-06-01
HiSilicon,China IMT-2030 (6G) Promotion Group,PARTNERSHIP,No online summary found.,Commercial,,2019.0,CN,2019-06-01
Lenovo,China IMT-2030 (6G) Promotion Group,PARTNERSHIP,No online summary found.,Commercial,,2019.0,CN,2019-06-01
UNISOC,China IMT-2030 (6G) Promotion Group,PARTNERSHIP,No online summary found.,Commercial,,2019.0,CN,2019-06-01
MI,China IMT-2030 (6G) Promotion Group,PARTNERSHIP,No online summary found.,Commercial,,2019.0,CN,2019-06-01
VIVO TECH,China IMT-2030 (6G) Promotion Group,PARTNERSHIP,No online summary found.,Commercial,,2019.0,CN,2019-06-01
"OPPO Mobile Telecommunications Corp., Ltd",China IMT-2030 (6G) Promotion Group,PARTNERSHIP,No online summary found.,Commercial,,2019.0,CN,2019-06-01
Beijing University of Posts and Telecommunications,China IMT-2030 (6G) Promotion Group,PARTNERSHIP,No online summary found.,Academia,,2019.0,CN,2019-06-01
South East University,China IMT-2030 (6G) Promotion Group,PARTNERSHIP,No online summary found.,Academia,,2019.0,CN,2019-06-01
Peking University,China IMT-2030 (6G) Promotion Group,PARTNERSHIP,No online summary found.,Academia,,2019.0,CN,2019-06-01
Beihang University,China IMT-2030 (6G) Promotion Group,PARTNERSHIP,No online summary found.,Academia,,2019.0,CN,2019-06-01
UESTC,China IMT-2030 (6G) Promotion Group,PARTNERSHIP,No online summary found.,Academia,,2019.0,CN,2019-06-01
Shanghai Jiao Tong University,China IMT-2030 (6G) Promotion Group,PARTNERSHIP,No online summary found.,Academia,,2019.0,CN,2019-06-01
Zhejiang University,China IMT-2030 (6G) Promotion Group,PARTNERSHIP,No online summary found.,Academia,,2019.0,CN,2019-06-01
Tongji University,China IMT-2030 (6G) Promotion Group,PARTNERSHIP,No online summary found.,Academia,,2019.0,CN,2019-06-01
S. Korea Ministry of Science and ICT,K-Network 2030 Strategy,RESOURCE,MSIT Launches the K-Network 2030 Strategy,Government,,2023.0,KR,2023-02-20
NGA,NGA Bharat 6G MoU,MOU,No online summary found.,Association,,2023.0,,2023-09-08
Bharat 6G Alliance (B6GA),NGA Bharat 6G MoU,MOU,No online summary found.,Association,,2023.0,IN,2023-09-08
NGA,NGA 6G IA MoU,MOU,No online summary found.,Association,,2022.0,,2022-08-10
6G IA,NGA 6G IA MoU,MOU,No online summary found.,Association,,2022.0,,2022-08-10
6G IA,SNS JU,PROGRAM,"The 6G Smart Networks and Services Industry Association (6G-IA)[1] participated in the Smart Networks and Services Joint Undertaking (SNS JU) [2] launch event “On the road to 6G”, that took place at MWC Barcelona on March 1, 2022.

 

As the the global race towards 6G has started, Europe is timely taking a leading position through the implementation of the Smart Networks and Services (SNS) partnership. The SNS Joint Undertaking builds on two pillars: 6G research and innovation and 5G deployment actions funded by European or national funding programmes.

 

The event included two sessions and was opened by Colin Willcock, Chairman of the SNS JU Governing Board and Chairman of the 6G-IA Governing Board, and by Pearse O’Donohue, Vice-Chairman of the SNS JU Governing Board and Director Future Networks, DG CONNECT, European Commission.",Association,,2022.0,,2022-03-07
Public Wireless Supply Chain Innovation Fund,DeepSig Inc.,PARTNERSHIP,"US$1.5m for Improving O-RAN Air-Interface Performance with Data-Driven and Generative AI Testing and Evaluation Methods

A research and development program to dramatically improve the fidelity, speed, and repeatability of OpenRAN (ORAN) Air-Interface performance testing by employing data and AI to model the propagation and interference environment more accurately and efficiently. This program will create a new set of standard ORAN air-interface performance measurement tools and scenarios that will revolutionize the evaluation of interoperable ORAN components under real world conditions.",Commercial,,2023.0,US,2023-08-08
Public Wireless Supply Chain Innovation Fund,NorthEastern University,PARTNERSHIP,"US2m for TENORAN: Automated and fine-grained energy-efficiency profiling of Open RAN systems via high-fidelity standardized testing scenarios

Creation of a fine-grain, end-to-end, and accurate energy efficiency testing platform that we refer to as TENORAN, which will enable the construction of sustainable and energy-efficient wireless networks. ",Academia,,2023.0,US,2023-08-08
Public Wireless Supply Chain Innovation Fund,New York University,PARTNERSHIP,"US$2m for Testing for Open, Secure and Adaptive Spectrum Sharing 

The broad goal of the project is to develop testing and evaluation procedures for open and interoperable solutions for Next Generation (5G-Advanced and Beyond) RAN components with a focus on both shared and adversarial spectrum scenarios. ",Academia,,2023.0,US,2023-08-08
NTIA,Public Wireless Supply Chain Innovation Fund,PARTNERSHIP,"To address this issue, the Biden-Harris Administration, led by the U.S. Commerce Department’s National Telecommunications and Information Administration (NTIA), is working to catalyze the development and adoption of open, interoperable, and standards-based networks through the Public Wireless Supply Chain Innovation Fund. Authorized under the FY 2021 National Defense Authorization Act and funded through the CHIPS and Science Act of 2022, this ten-year grant program will help drive wireless innovation, foster competition, and strengthen supply chain resilience. It will also help unlock opportunities for companies from the United States and its global allies, particularly small and medium enterprises, to compete in a market historically dominated by a few suppliers, including high-risk suppliers that raise security concerns.",Government,,2023.0,US,2023-08-08
